,0
132,12.254999651573598
133,17.54349957522936
134,20.96599941502791
135,19.77699949662201
136,21.531999419792555
137,22.59449939231854
138,20.757499466650188
139,23.905499419895932
140,20.613499466096982
141,22.04749942885246
142,23.087499456945807
143,19.16999949258752
144,18.654999445658177
145,21.15299949957989
146,19.080499486764893
147,23.01549936970696
148,26.944999179802835
149,26.793999182991683
150,27.086999153718352
151,24.321999405277893
152,24.737999267177656
153,27.866499105934054
154,27.039999104337767
155,26.795499173691496
156,30.492498898413032
157,26.07949923328124
158,25.889999181730673
159,30.41949887550436
160,31.563998676720075
161,34.80099876970053
162,33.07849879178684
163,33.07299886201508
164,33.80749878613278
165,35.18699883460067
166,32.79799876152538
167,27.47099906555377
168,34.64449870795943
169,33.80949875572696
170,35.408498753327876
171,33.64299886254594
172,34.87149878335185
173,33.790998845826834
174,36.716498899972066
175,37.27449893555604
176,34.823498827870935
177,34.944498780649155
178,35.980998758459464
179,33.0989987005014
180,35.57399883703329
181,32.959998827194795
182,23.998499387409538
183,20.336999397259206
184,24.394999385345727
185,24.1679993304424
186,19.52549947449006
187,16.405999499256723
188,19.97899951436557
189,28.75249897071626
190,24.29549934749957
191,24.874999216990545
192,24.660999414743856
193,23.735999409342185
194,25.11399929865729
195,24.858499349094927
196,27.887499097152613
197,28.92849896545522
198,29.6174989445135
199,30.7034988286905
200,29.68999892123975
201,33.84649869124405
202,31.984498803736642
203,32.52949878096115
204,32.36199878551997
205,34.88999879057519
206,35.35099886590615
207,31.152998966397718
208,32.553998777177185
209,33.76199896237813
210,32.433998957974836
211,34.496998836053535
212,36.769498909590766
213,36.31599889136851
214,33.79749876935966
215,36.16999894450419
216,35.88449891516939
217,37.55549896298908
218,30.654998851474375
219,38.036998978233896
220,25.280999218812212
221,25.09799929894507
222,16.689999559195712
223,18.098499525804073
224,19.29199945414439
225,17.57899952144362
226,14.606999545358121
227,15.885499497293495
228,13.832999568083324
229,14.055999564705417
230,15.779499535216019
231,14.972499523079023
232,19.181999479653314
233,20.50449952017516
234,20.883999525103718
235,26.231499271467328
236,22.351999443024397
237,23.21749945532065
238,20.135999528691173
239,23.115999405272305
240,20.19249955774285
241,18.581499515101314
242,14.197999619180337
243,13.260499582625926
244,21.28899951535277
245,13.727999551338144
246,10.087999710463919
247,7.26749977201689
248,10.08599969453644
249,11.6079997086199
250,13.181999640539289
251,9.15999973192811
252,12.564499648520723
253,13.159499582950957
254,17.67899949196726
255,29.280999028123915
256,24.663499366259202
257,26.24149922770448
258,28.52499907440506
259,27.435499069979414
260,22.102999444468878
261,29.47749903309159
262,27.755499157239683
263,30.63649894145783
264,32.67649873928167
265,32.34599885274656
266,33.58999886899255
267,30.62299895263277
268,33.386998740257695
269,28.897499058162794
270,26.37649920792319
271,31.191998944967054
272,32.68099901138339
273,26.946999245672487
274,27.336499170400202
275,28.003499050391838
276,30.976998885395005
277,31.57999892742373
278,31.208498931722715
279,34.42499888362363
280,35.806998876389116
281,35.88199887564406
282,34.18199890188407
283,29.091499033151194
284,23.04899933282286
285,16.011499515501782
286,12.185499605257064
287,10.802499688696116
288,9.265499721164815
289,5.7959997995058075
290,4.951499827904627
291,6.143999792053364
292,8.609999743755907
293,11.306999671738595
294,9.672499728621915
295,9.73799973167479
296,9.03849972737953
297,9.517999707371928
298,2.4529999020742252
299,6.871999793569557
300,9.180999701842666
301,9.930999708827585
302,14.243999583413824
303,19.255999487359077
304,26.08549922495149
305,26.431499304482713
306,31.90949887910392
307,27.81649905384984
308,30.659998899092898
309,31.565498900366947
310,34.61049882764928
311,32.882498886901885
312,31.396998955286108
313,34.38599881948903
314,37.30049895984121
315,35.082998915575445
316,33.21899876371026
317,35.31399887963198
318,33.54199896357022
319,36.07849885360338
320,35.327998992521316
321,34.53249891474843
322,31.652998943580315
323,35.98849889449775
324,36.98849902336951
325,37.80449905409478
326,36.05249891593121
327,31.081998998997733
328,32.148998965276405
329,34.696498887613416
330,35.30299893056508
331,35.50449900771491
332,37.62899904558435
333,32.377999011892825
334,32.75249900505878
335,36.622498953482136
336,37.56799906503875
337,37.64149895997252
338,37.56049906439148
339,36.44049894600175
340,37.68899909523316
341,36.736499038524926
342,37.076999021926895
343,36.620498965261504
344,36.87599904835224
345,37.2694990207674
346,37.103999021463096
347,37.966499055502936
348,37.5964990304783
349,38.545499107800424
350,36.77949888422154
351,37.34299900755286
352,37.91399900894612
353,38.738999078050256
354,37.88049911125563
355,37.70749901467934
356,37.429499053861946
357,37.4059990036767
358,36.305998943629675
359,36.42349897441454
360,37.27449899946805
361,37.69749901338946
362,36.07599889568519
363,38.26049907435663
364,36.61599910422228
365,37.81649910658598
366,38.07999905233737
367,37.63949905685149
368,38.30799910775386
369,38.10499905841425
370,37.40949905663729
371,37.910499032819644
372,38.148999066324905
373,33.30199888558127
374,36.762998996535316
375,38.36899904056918
376,36.969498969847336
377,36.97199898958206
378,30.88049908191897
379,37.42549900896847
380,38.29599903081544
381,37.86149903561454
382,37.883998995414004
383,38.05649907607585
384,38.14949905581307
385,37.98949906183407
386,37.176498979795724
387,38.135999081190675
388,35.78999901167117
389,36.255498997401446
390,35.38499897182919
391,38.42699907976203
392,34.272499011363834
393,35.735998841701075
394,37.89899903489277
395,37.048498903401196
396,35.87149888451677
397,36.46149888029322
398,37.48699900042266
399,37.10599896428175
400,37.901499055093154
401,38.00699908554088
402,36.408998993458226
403,35.8494990891777
404,36.686498960712925
405,36.92949902091641
406,38.71349910425488
407,37.31899893225636
408,38.798499103519134
409,38.844499110477045
410,34.96249885112047
411,38.961999110877514
412,38.554999075247906
413,37.72349905024748
414,36.49499880487565
415,37.82099901721813
416,38.47299911081791
417,38.51549907529261
418,38.09949908754788
419,37.28849895752501
420,37.442498977994546
421,38.10849904012866
422,37.95149906957522
423,38.798499103519134
424,38.242499078507535
425,38.48349907400552
426,38.38849906413816
427,37.836999020772055
428,38.028999000787735
429,37.58999891486019
430,38.37299907533452
431,37.83849906711839
432,38.68349909083918
433,38.39149906183593
434,38.17149900109507
435,38.504499074071646
436,38.238999066408724
437,37.6759989853017
438,36.69899892178364
439,38.180499096168205
440,38.063999050995335
441,37.33849905268289
442,38.57399907661602
443,38.76249907375313
444,38.663999051670544
445,38.48949906078633
446,38.82449907483533
447,38.05699903331697
448,38.79299909295514
449,38.254999038530514
450,37.42449899285566
451,37.573499008547515
452,37.21999896329362
453,38.58749906811863
454,38.06399901781697
455,37.27049896342214
456,36.86899898084812
457,37.22249908489175
458,38.013499026885256
459,38.565999087761156
460,38.62849910592195
461,38.80399911978748
462,37.47599893878214
463,38.07599905366078
464,37.76999900036026
465,34.64099880703725
466,37.58299900754355
467,37.76499901060015
468,38.04199907428119
469,37.52549899101723
470,37.374499045778066
471,36.990498950355686
472,34.69549892726354
473,37.05399902188219
474,38.62549905851483
475,37.83699900039937
476,37.00749896094203
477,35.9729987855535
478,38.55999908212107
479,38.34299905761145
480,37.82999903266318
481,38.877499093301594
482,38.40249907411635
483,38.76599910715595
484,38.042499056318775
485,38.86899911239743
486,38.05299899308011
487,38.28049902128987
488,38.498999058036134
489,38.408499070676044
490,37.02849897171836
491,38.04699909221381
492,38.5004990673624
493,38.403999073430896
494,35.96899875905365
495,38.26199907949194
496,38.627999077318236
497,37.795998990070075
498,37.67649900948163
499,38.79299908410758
500,36.452498869854026
501,38.10299904004205
502,38.67399909859523
503,38.74999911291525
504,37.27849900396541
505,38.72699908807408
506,38.686499065719545
507,38.84449911583215
508,38.365999061847106
509,38.454999074107036
510,38.79599909344688
511,37.68599903944414
512,38.534499059198424
513,38.75549909786787
514,38.05099903885275
515,37.15949890576303
516,37.459998986450955
517,38.46849907049909
518,38.073999049607664
519,38.5939990777988
520,38.33899908326566
521,38.6149990928825
522,38.18299901939463
523,37.88099905557465
524,37.902999048819765
525,38.395499069360085
526,37.37149903050158
527,38.60499910847284
528,38.346499074599706
529,38.40749905211851
530,38.756999113364145
531,38.32599905412644
532,38.45749908522703
533,37.321498921490274
534,37.67299895733595
535,38.09799905063119
536,36.71849899645895
537,38.46149909030646
538,38.09049904206768
539,38.08099906228017
540,38.37149905960541
541,37.73299904540181
542,37.282498988322914
543,37.66399904410355
544,38.470999063458294
545,36.76199887203984
546,36.48599892342463
547,37.675499000470154
548,38.1774990640115
549,38.080499001313
550,38.69849907956086
551,37.92149903008249
552,36.74449895916041
553,37.39599896292202
554,37.90099896164611
555,37.23199899261817
556,37.92899902164936
557,38.2469990067184
558,37.22649896866642
559,37.157999018672854
560,38.35199907410424
561,38.68199909944087
562,38.00449904554989
563,36.33449890348129
564,38.11249905335717
565,38.760499082971364
566,37.95149903721176
567,38.78049907903187
568,37.085998917697
569,37.33949896553531
570,38.17049902584404
571,38.33249905658886
572,36.593498928355984
573,38.07949906110298
574,37.41449889703654
575,38.37949907453731
576,38.18449904466979
577,37.98799903388135
578,37.027498924173415
579,37.55799899995327
580,38.593499111011624
581,37.325498934602365
582,36.11199893057346
583,36.82249895343557
584,37.42499896651134
585,38.04899906902574
586,38.326999025652185
587,37.75099892716389
588,37.810999037115835
589,38.895999068627134
590,37.13049894513097
591,37.07399889663793
592,38.147499096929096
593,38.537999091204256
594,38.33949907263741
595,38.116999035235494
596,38.86749909736682
597,38.08949904493056
598,37.8524990323931
599,38.59649906749837
600,38.298999075545
601,38.664499087957665
602,38.400999060831964
603,38.747499088640325
604,38.50699909380637
605,38.297499066917226
606,38.73099908744916
607,38.338999082217924
608,38.032999058952555
609,38.63549908204004
610,38.42349904740695
611,38.71299908775836
612,38.39899905421771
613,38.69449909590185
614,38.630999094224535
615,38.1479990251828
616,37.67099901055917
617,38.55949907028116
618,38.25949906301685
619,38.28499904833734
620,39.096999113680795
621,38.52449909306597
622,39.125999125186354
623,38.70299908798188
624,38.5709990443429
625,38.326999107492156
626,38.59649909322616
627,36.932998918229714
628,37.97349905886222
629,37.92199907079339
630,38.67849909118377
631,38.420499089639634
632,38.73949910630472
633,38.595499077113345
634,38.90499910747167
635,37.354998951544985
636,38.2059990381822
637,37.73249900760129
638,38.85349910974037
639,37.618998993886635
640,37.97149901674129
641,38.39149904844817
642,37.229998962255195
643,38.60599907930009
644,38.100499047897756
645,38.45199908246286
646,38.018999009393156
647,37.729499025968835
648,38.19349906477146
649,38.520499087288044
650,38.81849908293225
651,38.26899903989397
652,38.64649909106083
653,37.88849902385846
654,38.21849907026626
655,38.44249908486381
656,38.28749905456789
657,36.30099883838557
658,38.45049904403277
659,38.14699903666042
660,38.018999034073204
661,37.80699902004562
662,37.47649898985401
663,38.25649908394553
664,37.65299893764313
665,36.35899882845115
666,37.691498972824775
667,37.118998934631236
668,38.02549900626764
669,37.06599889229983
670,38.60849906061776
671,36.44799890415743
672,38.238499031635
673,37.38499899348244
674,37.53699899732601
675,37.964499030960724
676,38.09849905455485
677,37.88049900671467
678,38.68499906966463
679,37.64749895920977
680,38.16099903406575
681,37.66849898989312
682,38.537499075056985
683,38.034999017370865
684,35.79849879513495
685,37.651998945046216
686,38.11499904934317
687,38.49649907159619
688,38.17349904193543
689,38.08149905898608
690,38.41599907865748
691,38.309999058255926
692,38.351499050622806
693,38.2389990555821
694,37.613998967572115
695,37.388498953776434
696,37.613998972577974
697,38.16799903451465
698,38.46699906967115
699,36.25199889659416
700,37.169498910196126
701,37.295998987858184
702,37.77299902634695
703,37.97749903879594
704,38.6644990791101
705,38.480999073246494
706,38.56599907693453
707,38.247999030631036
708,38.152999070007354
709,38.160999005427584
710,38.75899907434359
711,37.84799896948971
712,38.37799903796986
713,38.412999080028385
714,37.08449896750972
715,38.253499049460515
716,36.249498918652534
717,37.527998988633044
718,36.90099892462604
719,36.62149895122275
720,37.249498922377825
721,36.61949894367717
722,38.30599904083647
723,38.18649904883932
724,37.617998986155726
725,37.502499003196135
726,38.40849907998927
727,38.145999054890126
728,37.60349902440794
729,38.135999034391716
730,37.293498913990334
731,35.95249878522009
732,38.022499031503685
733,37.93649898772128
734,38.21999902557582
735,38.849499077768996
736,37.98099901608657
737,38.6324990473222
738,38.38949907105416
739,38.58749909000471
740,37.52149893576279
741,37.478998926933855
742,36.20349880470894
743,38.00699901673943
744,38.253999061184004
745,38.652499079937115
746,38.61449905799236
747,38.599999092984945
748,38.6539990704041
749,37.65449894766789
750,38.267999039031565
751,38.05149904580321
752,37.65699896111619
753,37.30499895836692
754,38.012499028700404
755,37.55149897316005
756,36.855498952791095
757,37.21999894059263
758,38.76899907854386
759,38.276999027468264
760,37.67599902790971
761,38.27149901946541
762,37.933498990722
763,37.91549897007644
764,37.77599898597691
765,38.31649908120744
766,38.792499092174694
767,38.01399904419668
768,38.13749902602285
769,38.657499068183824
770,37.49349897762295
771,38.245499066775665
772,37.98649900709279
773,37.23499896680005
774,37.91899899789132
775,38.06099899415858
776,38.43249906995334
777,38.55099905678071
778,38.23149901255965
779,38.499499076395296
780,38.50499905552715
781,37.36099889955949
782,37.67799901030958
783,37.774998986395076
784,38.078998981043696
785,38.15849905181676
786,38.1639990194235
787,38.603999042883515
788,37.948998974170536
789,37.73049897747114
790,37.996499022468925
791,37.498998961178586
792,37.898499014787376
793,37.943499027285725
794,38.47949907556176
795,38.73199907550588
796,38.513999058748595
797,37.72099896881264
798,37.550498977769166
799,37.87249898142181
800,37.94449897762388
801,37.54349896754138
802,38.339499013498425
803,37.762498937081546
804,38.044999019708484
805,37.14299888245296
806,37.45499895932153
807,37.26349894911982
808,38.24099902599119
809,37.18999893590808
810,37.767998984782025
811,38.286499036476016
812,38.34399904625025
813,36.65899889077991
814,37.89899902464822
815,37.42099892022088
816,38.364999072859064
817,38.38199908507522
818,38.317499013617635
819,37.68699898291379
820,37.857498991303146
821,37.6629989601206
822,38.437499030376785
823,36.97049892996438
824,36.573498871410266
825,37.454998912638985
826,38.13499900617171
827,37.01199892559089
828,37.84999903093558
829,36.70199888944626
830,36.83449887379538
831,37.76449894183315
832,37.34699897933751
833,37.798999020596966
834,37.647498943144456
835,38.154999027145095
836,38.049499004962854
837,36.746998936869204
838,37.86849903012626
839,37.60799896880053
840,37.022998926695436
841,37.77749898098409
842,38.10649904375896
843,38.109999043284915
844,38.11849905969575
845,37.50549891218543
846,36.80299894278869
847,36.52149893413298
848,38.20399902469944
849,38.58649907214567
850,38.6634990752209
851,37.76649904297665
852,38.126499009202234
853,37.829999006702565
854,38.29349903692491
855,37.0199988593813
856,37.983999042306095
857,37.3549989357125
858,37.04949895711616
859,36.68999891914427
860,38.14349903981201
861,38.49099907965865
862,38.44899907428771
863,38.669999079662375
864,37.52099895547144
865,37.30949896690436
866,38.07899901957717
867,36.90349898673594
868,37.983999020187184
869,38.044999034609646
870,37.7034990019165
871,37.472998997429386
872,36.247498880373314
873,36.90399900544435
874,37.62449898151681
875,37.39699897682294
876,36.692998931510374
877,37.79499900515657
878,37.52049896423705
879,37.27599894115701
880,37.18249896913767
881,37.15249898121692
882,37.92099902546033
883,37.514998958213255
884,37.562499003484845
885,37.09849895571824
886,37.72049902298022
887,38.126999050262384
888,38.06249902630225
889,37.2869989592582
890,38.143499020603485
891,37.7429990231758
892,37.14449889189564
893,37.44299896794837
894,37.52249896794092
895,37.85499900672585
896,38.296999040059745
897,38.20499906502664
898,38.405999031383544
899,38.4824990745401
900,37.66549895028584
901,38.57649906165898
902,36.948498936835676
903,37.06599896156695
904,38.10949906450696
905,38.36249903938733
906,37.13049893430434
907,37.641499012243
908,37.98949900921434
909,36.86799886706285
910,36.64299885951914
911,36.79499885824043
912,37.95549904811196
913,38.327999035594985
914,38.04449903778732
915,37.44499897561036
916,37.74249898782
917,38.50999906985089
918,37.66649898223113
919,38.39799904206302
920,37.57649895932991
921,37.828999038552865
922,38.23549905256368
923,37.764499012730084
924,38.55499908537604
925,38.24849904642906
926,37.75899899704382
927,37.40049894852564
928,38.061999020632356
929,38.45149907877203
930,38.706499067367986
931,37.711998962564394
932,38.43349906755611
933,37.39699897123501
934,37.73599896230735
935,36.28549890918657
936,36.90749896597117
937,35.469498860649765
938,38.19499902182724
939,36.78499893366825
940,36.981998964678496
941,37.86499900079798
942,37.24649900465738
943,36.689498853404075
944,37.73799900547601
945,38.28299904195592
946,37.35349898086861
947,37.63249902334064
948,37.1239990061149
949,37.90699905343354
950,36.32299889461137
951,37.484498978825286
952,38.52099908457603
953,38.736999078071676
954,38.43699908442795
955,38.07349903148133
956,38.535999092157
957,38.08549905009568
958,36.45949894818477
959,38.075499007245526
960,38.267499074107036
961,37.65199897484854
962,38.31449905154295
963,38.308499034377746
964,38.47499907296151
965,37.761998971225694
966,37.394498987472616
967,37.566999012138695
968,37.5069989382755
969,38.086499023484066
970,37.82899897254538
971,38.18699905020185
972,37.37899894756265
973,37.57199894171208
974,36.90949886944145
975,36.68799888493959
976,34.56849874870386
977,37.57949900510721
978,37.58399905171245
979,38.35799905681051
980,35.682498714653775
981,37.67749895970337
982,37.98899904405698
983,38.51649907720275
984,36.744998868438415
985,38.03199903317727
986,38.3224990372546
987,37.572998953517526
988,37.605998988845386
989,38.657499072141945
990,37.96899903740268
991,38.40799907548353
992,38.62649908463936
993,38.443499083048664
994,38.54299903055653
995,38.10349905281328
996,38.45699900924228
997,38.08749901689589
998,36.24449892004486
999,38.01049902790692
